1	0	503.19	0
2	0	502.5	0
3	0	502.5	0
4	0	502.5	0
5	0	503.19	0
6	0	503.54	0
7	0	503.19	0
8	0	503.54	0
9	0	503.19	0
10	0	502.16	0
11	0	502.16	0
12	0	502.16	0
13	0	503.19	0
14	0	503.19	0
15	0	503.19	0
16	0	503.19	0
17	0	503.19	0
18	0	503.19	0
19	0	502.16	0
20	0	502.16	0
21	0	502.16	0
22	0	503.19	0
23	0	503.19	0
24	0	503.19	0
25	0	503.19	0
26	0	503.19	0
27	0	503.19	0
28	0	502.16	0
29	0	502.16	0
30	0	502.16	0
31	0	503.19	0
32	0	503.19	0
33	0	503.19	0
34	0	503.19	0
35	0	503.19	0
36	0	503.19	0
37	0	502.16	0
38	0	502.16	0
39	0	503.19	0
40	0	503.19	0
41	0	503.19	0
42	0	503.19	0
43	0	503.19	0
44	0	503.19	0
45	0	503.19	0
46	0	502.16	0
47	0	502.85	0
48	0	503.19	0
49	0	503.54	0
50	0	503.19	0
51	0	503.19	0
52	0	503.19	0
53	0	503.19	0
54	0	502.16	0
55	0	502.16	0
56	0	502.5	0
57	0	503.19	0
58	0	503.19	0
59	0	503.19	0
60	0	503.19	0
61	0	503.19	0
62	0	503.19	0
63	0	502.16	0
64	0	502.16	0
65	0	502.16	0
66	0	503.19	0
67	0	503.19	0
68	0	503.19	0
69	0	503.19	0
70	0	503.19	0
71	0	503.19	0
72	0	502.16	0
